finding,ICD10_code,PFx,Word Count ,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,ICD10_trimmed,pfx_trimmed ,relaxed_pfx_accuracy,agent_trimmed,relaxed_agent_accuracy,relaxed_accuracy,relaxed_overall_score
Hepatic Adenoma,D13.4,"A hepatic adenoma is a bump that grows in the liver. The liver is like a big sponge that cleans your blood and keeps some extra energy for later. Sometimes, small bumps can appear in the liver. These bumps are not harmful and aren’t cancer. They are just there, like a little friend that doesn’t do much. Most of the time, people don’t even know they have them. Doctors find these bumps by accident when they are checking for something else. Knowing about them is helpful just in case they decide to cause issues later.",95,D13.4,D13.4,TRUE,TRUE,84.78,1,1,1,0.22,1.763934426,D13,D13,1,D13,1,1,1.763934426
Liver Metastasis,C78.7,"When doctors look at images of your body, they sometimes find surprises. In this case, they found something called ""liver metastasis."" This means there are cells in your liver that came from another part of your body. Imagine your liver as a garden where only certain plants grow. Sometimes, seeds from other gardens travel and start to grow there too. These are like the extra cells found in the liver. Doctors need to find the original place where these cells came from. Understanding this helps them learn more about your health condition.",92,C78.7,C78.7,TRUE,TRUE,85.18,1,1,1,0.18,1.769491525,C78,C78,1,C78,1,1,1.769491525
Liver Hemangioma,D18.09,"A liver hemangioma is a bunch of small blood vessels that group together in your liver. It is usually harmless and is often found when doctors look for other things. Most people with a liver hemangioma do not know it is there because it doesn’t hurt or cause problems. You can think of it as a tiny sponge inside your liver. Liver hemangiomas rarely grow or get in the way. Many people have them all their lives without any trouble. So, don't worry; this tiny liver bump is just sitting there, and it doesn’t cause any harm.",97,D18.09,D18.09,TRUE,TRUE,82.75,1,1,1,2.25,1.661538462,D18,D18,1,D18,1,1,1.661538462
Focal Nodular Hyperplasia,K78.1,"Focal Nodular Hyperplasia (FNH) is like a harmless bump in the liver. It’s not cancer and doesn't spread. People usually feel fine with it and don’t notice any changes. Imagine a small spot on your skin that doesn't hurt or itch. That’s how FNH behaves in your liver. It’s good to know about it, but it usually doesn’t cause problems. FNH doesn’t need special treatment or changes in your life. Doctors might check it sometimes, just like how we keep an eye on things to make sure they stay harmless.",90,K78.1,D13.4,FALSE,TRUE,85.39,0,1,0.5,0.39,0.9438848921,K78,K78,1,D13,0,0.5,0.9438848921
Hepatic Steatosis,K76.0,"Hepatic steatosis is when there is too much fat in your liver. Your liver helps your body by cleaning your blood and breaking down food into energy. Imagine this as putting too much oil in a toy car—it might not work well. People may get a fatty liver from eating too much sugar and fatty foods or drinking too much alcohol. Sometimes it just happens on its own. To help your liver, eat healthy foods, exercise, and avoid drinking alcohol to keep it strong and working well.",87,K76.0,K76.0,TRUE,TRUE,82.14,1,1,1,2.86,1.651813472,K76,K76,1,K76,1,1,1.651813472
Hepatic Calcification,K76.89,"Your liver is like a flat surface, but sometimes small hard spots, like tiny rocks, can show up. These spots are called hepatic calcifications. They are made from calcium, which is a mineral in your body. Sometimes calcium sticks where it shouldn’t, like on your liver. Usually, these spots are harmless and aren’t painful. They’re often found by accident, when a doctor is looking at pictures of your liver for another reason. It’s okay to have them, and knowing they are there helps the doctor check your liver’s health over time.",91,K76.89,K76.89,TRUE,TRUE,75.2,1,1,1,9.8,1.618518519,K76,K76,1,K76,1,1,1.618518519
Liver Abscess,K75.0,"A liver abscess is like a small pocket of pus in your liver. Pus is a thick, yellowish liquid that's usually a sign of infection. Imagine when you get a cut on your skin and it gets infected, forming a painful bump. This can happen inside your body in the liver too. The liver helps clean your blood and breaks down food. If germs get in, a liver abscess might form. Infections like this are often treated with medicine to help get rid of the germs and make you feel better.",91,K75.0,K75.0,TRUE,TRUE,83.66,1,1,1,1.34,1.685470085,K75,K75,1,K75,1,1,1.685470085
Hepatic Regeneration Nodule,K76.89,A hepatic regeneration nodule is a small lump that forms in the liver. This can happen when the liver tries to fix itself after being hurt. Think of it like when you get a scrape and your skin grows a little scab to heal. These nodules are like tiny scabs inside your liver. They show that your liver is working to get better. They are usually small and not harmful by themselves. It’s good for doctors to know about them to ensure they are just part of the normal healing and nothing else.,93,K76.89,K76.89,TRUE,TRUE,83.36,1,1,1,1.64,1.675757576,K76,K76,1,K76,1,1,1.675757576
Pancreatic Cyst,K86.2,"A pancreatic cyst is a small bump or pocket of fluid that forms on the pancreas. The pancreas is an organ in your belly that helps digest food and controls your blood sugar. Having a cyst in the pancreas is not very uncommon, and it might not cause any major problems or symptoms. Think of it like a water balloon - it is there, but it does not always cause trouble. Sometimes people might not even feel it at all. Doctors will keep an eye on it to make sure it stays safe and doesn't grow or change.",98,K86.2,K86.2,TRUE,TRUE,80.41,1,1,1,4.59,1.635778175,K86,K86,1,K86,1,1,1.635778175
Pancreatic Pseudocyst,K86.3,"A pancreatic pseudocyst is a fluid-filled bump that forms in your pancreas. The pancreas helps with digestion, like a food helper in your body. Sometimes, if it gets hurt or sick, the pancreas makes this bump. It’s not dangerous like cancer. It might make your belly hurt or feel weird, but other times, you might not even notice it. Mostly, it goes away by itself, but sometimes, doctors might need to help it go away. It’s like a temporary guest that often leaves without making too much fuss.",88,K86.3,K86.3,TRUE,TRUE,84.07,1,1,1,0.93,1.703626943,K86,K86,1,K86,1,1,1.703626943
Pancreatic Mass,K86.9,"A pancreatic mass is like a little bump inside your pancreas. The pancreas is a part of your body that helps you digest food and controls sugar levels. Doctors sometimes find this bump by accident when they are checking your body with tests like MRI. Having this bump doesn't mean something serious is wrong, but it should be checked closely. It might be harmless, or it may need more care. Specialists will need to look at it more to understand what it could be. It's just like finding something unexpected and making sure it's okay.",95,K86.9,D13.6,FALSE,TRUE,83.05,0,1,0.5,1.95,0.8677966102,K86,K86,1,D13,0,0.5,0.8677966102
Pancreatitis,K85.9,"Pancreatitis means your pancreas, which helps digest food and control blood sugar, is swollen. Think of it like a helpful friend in your tummy. When inflamed, it can cause belly pain and make you feel sick. Sometimes pancreatitis starts suddenly and may heal quickly. Other times, it may last longer. You can't control when it happens, but doctors know how to treat it, similar to how a sports player rests when hurt. Medical teams are skilled in helping your tummy helper recover and ensuring you feel well again over time.",90,K85,K85.9,TRUE,FALSE,75.3,1,0,0.5,9.7,0.8186915888,K85,K85,1,K85,1,1,1.618691589
Pancreatic Atrophy,K86.89,"Pancreatic atrophy means your pancreas, a part of your body that helps you digest food, has gotten smaller. Think of it like a sponge that has dried out. When the pancreas shrinks, it might not work as well. It helps your body break down food and control sugar. It's like a tiny factory inside you. If it's smaller, it might not make enough juices and hormones your body needs. This change can happen for many reasons, like if it's been hurt or hasn't been working as much as it should.",90,K86.89,K86.1,FALSE,TRUE,92.22,0,1,0.5,7.22,0.8243309002,K86,K86,1,K86,1,1,1.6243309
Intraductal Papillary Mucinous Neoplasm,D13.7,"An intraductal papillary mucinous neoplasm, or IPMN, is like a small lump that can grow in the tubes of your pancreas. Your pancreas is a part of your belly that helps digest food. Sometimes, these lumps can make extra mucus, which feels slippery like slime. While these lumps are not bad at first, they might become a problem if they grow. Doctors keep an eye on them to make sure they stay safe. It's similar to how you watch plants grow in a garden, making sure they don't take over the whole space.",93,D13.7,D13.6,FALSE,TRUE,89.58,0,1,0.5,4.58,0.8358422939,D13,D13,1,D13,1,1,1.635842294
Pancreatic Calcification,K86.89,"In your MRI scan, doctors found pancreatic calcification. This means that there are tiny calcium deposits in your pancreas, which is an organ in your abdomen that helps with digestion and regulating blood sugar levels. Think of it as a sponge where some holes have been filled with hard grains of sand. These calcium deposits can develop after inflammation or injury to the pancreas. They are usually harmless but can sometimes indicate a past condition like pancreatitis. Doctors may monitor it to ensure your pancreas continues to function well in digestion and sugar control.",94,K86.8,K86.8,FALSE,FALSE,55.54,0,0,0,29.46,0.006565988181,K86,K86,1,K86,1,1,1.606565988
Pancreatic Fatty Infiltration,K86.89,"Extra fat in the pancreas means that the pancreas, which helps digest food and control sugar, has more fat than normal. Think of the pancreas like a sponge that can soak up this extra fat. This might happen if someone gains weight or gets older. It's not an illness, but knowing about it helps keep healthy. Eating well and being active are good for the pancreas. It's like giving the sponge a break so it can work better.",78,K86.89,K86.8,FALSE,TRUE,83.66,0,1,0.5,1.34,0.8854700855,K86,K86,1,K86,1,1,1.685470085
