finding,word Count,_0_flesch,accuracy,relaxed_accuracy,relaxed_overall_score
Submandibular Gland Tumor,3,63.49,33.245,18.1225,1.79823866
Submandibular Gland Tumor,3,63.49,33.245,18.1225,1.79823866
Submandibular Gland Tumor,3,72.46,37.73,20.365,1.79708879
Sialolithiasis in Sublingual Gland,4,66.27,35.135,19.5675,1.67662434
Sialolithiasis in Sublingual Gland,4,67.79,35.895,19.9475,1.6765995
Sialolithiasis in Sublingual Gland,4,66.07,35.035,19.5175,1.67662732
Sialolithiasis in Sublingual Gland,4,81.93,42.965,23.4825,1.6754962
Sialolithiasis in Sublingual Gland,4,78.38,41.19,22.595,1.67615431
Salivary Gland Atrophy,3,80.92,41.96,22.48,1.79242424
Salivary Gland Atrophy,3,70.73,36.865,19.9325,1.79741435
Salivary Gland Atrophy,3,70.73,36.865,19.9325,1.79741435
Salivary Gland Atrophy,3,70.73,36.865,19.9325,1.79741435
Salivary Gland Atrophy,3,70.73,36.865,19.9325,1.79741435
Lipoma of Neck,3,66.44,34.72,18.86,1.67662175
Lipoma of Neck,3,66.44,34.72,18.86,1.67662175
Lipoma of Neck,3,67.04,35.02,19.01,1.67661225
Lipoma of Neck,3,63.9,33.45,18.225,1.67665626
Lipoma of Neck,3,67.04,35.02,19.01,1.67661225
Hemangioma of Neck,3,82.44,42.72,22.86,1.67529611
Hemangioma of Neck,3,64.51,33.755,18.3775,1.67664871
Hemangioma of Neck,3,82.34,42.67,22.835,1.67533965
Hemangioma of Neck,3,73.68,38.34,20.67,1.67644577
Hemangioma of Neck,3,73.47,38.235,20.6175,1.67645372
Cervical Abscess,2,62.88,32.44,17.22,1.67666799
Cervical Abscess,2,54.83,28.415,15.2075,1.67673371
Cervical Abscess,2,62.88,32.44,17.22,1.67666799
Cervical Abscess,2,64.41,33.205,17.6025,1.67664998
Cervical Abscess,2,62.27,32.135,17.0675,1.67667453
Sebaceous Cyst of Neck,4,81.93,42.965,23.4825,1.79063232
Sebaceous Cyst of Neck,4,81.93,42.965,23.4825,1.79063232
Sebaceous Cyst of Neck,4,82.95,43.475,23.7375,1.78769231
Sebaceous Cyst of Neck,4,81.43,42.715,23.3575,1.79161426
Sebaceous Cyst of Neck,4,81.83,42.915,23.4575,1.79084668
Soft Tissue Sarcoma of Neck,5,70.13,37.565,21.2825,1.67655202
Soft Tissue Sarcoma of Neck,5,61.06,33.03,19.015,1.67668655
Soft Tissue Sarcoma of Neck,5,53.21,29.105,17.0525,1.67674304
Soft Tissue Sarcoma of Neck,5,60.65,32.825,18.9125,1.67669037
Soft Tissue Sarcoma of Neck,5,62.68,33.84,19.42,1.67667017
Cervical Cystic Lesion,3,61.67,32.335,17.6675,0.91060599
Cervical Cystic Lesion,3,61.67,32.335,17.6675,0.91060599
Cervical Cystic Lesion,3,61.46,32.23,17.615,0.91061029
Cervical Cystic Lesion,3,61.67,32.335,17.6675,0.91060599
Cervical Cystic Lesion,3,70.94,36.97,19.985,0.19737877
Fat Necrosis of Neck,4,79.4,41.7,22.85,1.79411765
Fat Necrosis of Neck,4,79.6,41.8,22.9,1.79393939
Fat Necrosis of Neck,4,79.4,41.7,22.85,1.79411765
Fat Necrosis of Neck,4,78.18,41.09,22.545,1.79501247
Fat Necrosis of Neck,4,79.4,41.7,22.85,1.79411765
Cervical Fibrosis,2,62.88,32.44,17.22,0.19828473
Cervical Fibrosis,2,61.87,31.935,16.9675,0.19835594
Cervical Fibrosis,2,51.99,26.995,14.4975,0.19883075
Cervical Fibrosis,2,62.07,32.035,17.0175,0.19834231
Cervical Fibrosis,2,57.1,29.55,15.775,0.19862543
Cervical Disc Herniation,3,69.92,36.46,19.73,1.67655685
Cervical Disc Herniation,3,67.08,35.04,19.02,1.6766116
Cervical Disc Herniation,3,67.08,35.04,19.02,1.6766116
Cervical Disc Herniation,3,71.55,37.275,20.1375,1.67651575
Cervical Disc Herniation,3,69.31,36.155,19.5775,1.67657017
Cervical Spondylosis,2,70.33,36.165,19.0825,1.67654731
Cervical Spondylosis,2,70.13,36.065,19.0325,1.67655202
Cervical Spondylosis,2,70.13,36.065,19.0325,1.67655202
Cervical Spondylosis,2,69.72,35.86,18.93,1.67656132
Cervical Spondylosis,2,70.33,36.165,19.0825,1.67654731
Cervical Spinal Stenosis,3,70.53,36.765,19.8825,1.67654248
Cervical Spinal Stenosis,3,70.53,36.765,19.8825,1.67654248
Cervical Spinal Stenosis,3,70.53,36.765,19.8825,1.67654248
Cervical Spinal Stenosis,3,70.53,36.765,19.8825,1.67654248
Cervical Spinal Stenosis,3,70.53,36.765,19.8825,1.67654248
Ossification of the Posterior Longitudinal Ligament,6,61.46,33.73,19.865,1.79838319
Ossification of the Posterior Longitudinal Ligament,6,61.87,33.935,19.9675,1.79835594
Ossification of the Posterior Longitudinal Ligament,6,70.13,38.065,22.0325,1.79751089
Ossification of the Posterior Longitudinal Ligament,6,60.45,33.225,19.6125,1.7984466
Ossification of the Posterior Longitudinal Ligament,6,62.88,34.44,20.22,1.79828473
Cervical Kyphosis,2,61.87,31.935,16.9675,1.79835594
Cervical Kyphosis,2,69.52,35.76,18.88,1.79760192
Cervical Kyphosis,2,61.46,31.73,16.865,1.79838319
Cervical Kyphosis,2,70.73,36.365,19.1825,1.79741435
Cervical Kyphosis,2,61.87,31.935,16.9675,1.79835594
Cervical Vertebral Fracture,3,63.29,33.145,18.0725,1.79825404
Cervical Vertebral Fracture,3,63.29,33.145,18.0725,1.79825404
Cervical Vertebral Fracture,3,64.91,33.955,18.4775,1.79812118
Cervical Vertebral Fracture,3,73.47,38.235,20.6175,1.79685782
Cervical Vertebral Fracture,3,62.07,32.535,17.7675,1.79834231
Cervical Rib,2,78.38,40.19,21.095,1.67615431
Cervical Rib,2,69.52,35.76,18.88,1.67656569
Cervical Rib,2,69.72,35.86,18.93,1.67656132
Cervical Rib,2,69.92,35.96,18.98,1.67655685
Cervical Rib,2,69.31,35.655,18.8275,1.67657017
Atlantoaxial Instability,2,67.89,34.945,18.4725,1.7978154
Atlantoaxial Instability,2,68.1,35.05,18.525,1.79779006
Atlantoaxial Instability,2,68.3,35.15,18.575,1.79776536
Atlantoaxial Instability,2,60.85,31.425,16.7125,1.79842209
Atlantoaxial Instability,2,68.3,35.15,18.575,1.79776536
Degenerative Disc Disease,3,61.46,32.23,17.615,0.19838319
Degenerative Disc Disease,3,62.07,32.535,17.7675,0.19834231
Degenerative Disc Disease,3,60.14,31.57,17.285,0.19846508
Degenerative Disc Disease,3,60.14,31.57,17.285,0.19846508
Degenerative Disc Disease,3,61.46,32.23,17.615,0.19838319
Thyroid Nodule,2,70.53,36.265,19.1325,1.67654248
Thyroid Nodule,2,72.36,37.18,19.59,1.6764917
Thyroid Nodule,2,61.46,31.73,16.865,1.67668271
Thyroid Nodule,2,72.36,37.18,19.59,1.6764917
Thyroid Nodule,2,69.72,35.86,18.93,1.67656132
Thyroid Cyst,2,61.26,31.63,16.815,1.67668464
Thyroid Cyst,2,72.16,37.08,19.54,1.6764979
Thyroid Cyst,2,72.16,37.08,19.54,1.6764979
Thyroid Cyst,2,62.88,32.44,17.22,1.67666799
Thyroid Cyst,2,62.88,32.44,17.22,1.67666799
Thyroid Goiter,2,56.25,29.125,15.5625,1.71069767
Thyroid Goiter,2,56.45,29.225,15.6125,1.71069489
Thyroid Goiter,2,56.45,29.225,15.6125,1.71069489
Thyroid Goiter,2,56.05,29.025,15.5125,1.67672602
Thyroid Goiter,2,65.01,33.505,17.7525,1.71052604
Thyroiditis,1,63.39,32.195,16.5975,1.67666226
Thyroiditis,1,64.51,32.755,16.8775,1.67664871
Thyroiditis,1,64,32.5,16.75,1.67665505
Thyroiditis,1,64.2,32.6,16.8,1.6766526
Thyroiditis,1,53.81,27.405,14.2025,1.6767397
Papillary Thyroid Carcinoma,3,45.15,24.075,13.5375,1.6767785
Papillary Thyroid Carcinoma,3,62.48,32.74,17.87,1.67667232
Papillary Thyroid Carcinoma,3,55.03,29.015,16.0075,1.67673249
Papillary Thyroid Carcinoma,3,54.02,28.51,15.755,1.67673849
Papillary Thyroid Carcinoma,3,61.46,32.23,17.615,1.67668271
Multinodular Goiter,2,70.53,36.265,19.1325,1.67654248
Multinodular Goiter,2,70.33,36.165,19.0825,1.67654731
Multinodular Goiter,2,70.73,36.365,19.1825,1.67653752
Multinodular Goiter,2,72.87,37.435,19.7175,1.67647504
Multinodular Goiter,2,64.51,33.255,17.6275,1.67664871
Hyperthyroidism,1,66.03,33.515,17.2575,1.67662791
Hyperthyroidism,1,74.19,37.595,19.2975,1.67642529
Hyperthyroidism,1,61.87,31.435,16.2175,1.67667864
Hyperthyroidism,1,65.05,33.025,17.0125,1.67664167
Hyperthyroidism,1,59.13,30.065,15.5325,1.67670349
Thyroid Hematoma,2,62.68,32.34,17.17,0.19829932
Thyroid Hematoma,2,70.33,36.165,19.0825,0.19747952
Thyroid Hematoma,2,61.87,31.935,16.9675,0.19835594
Thyroid Hematoma,2,65.01,33.505,17.7525,0.19811232
Thyroid Hematoma,2,62.68,32.34,17.17,0.19829932
Thyroid Calcifications,2,40.69,21.345,11.6725,0.19912107
Thyroid Calcifications,2,61.87,31.935,16.9675,0.19835594
Thyroid Calcifications,2,32.94,17.47,9.735,0.19924897
Thyroid Calcifications,2,53,27.5,14.75,0.19879518
Thyroid Calcifications,2,32.94,17.47,9.735,0.19924897
Tracheal Diverticulum,2,60.85,31.425,16.7125,0.19842209
Tracheal Diverticulum,2,66.27,34.135,18.0675,0.19799298
Tracheal Diverticulum,2,71.14,36.57,19.285,0.19734396
Tracheal Diverticulum,2,61.67,31.835,16.9175,0.19836934
Tracheal Diverticulum,2,66.27,34.135,18.0675,0.19799298
Tracheal Calcifications,2,54.22,28.11,15.055,0.99874922
Tracheal Calcifications,2,62.27,32.135,17.0675,0.99832846
Tracheal Calcifications,2,54.22,28.11,15.055,0.99874922
Tracheal Calcifications,2,61.67,31.835,16.9175,0.99836934
Tracheal Calcifications,2,54.22,28.11,15.055,0.99874922
Tracheoesophageal Fistula,2,52.6,27.3,14.65,1.67674632
Tracheoesophageal Fistula,2,52.6,27.3,14.65,1.67674632
Tracheoesophageal Fistula,2,61.67,31.835,16.9175,1.67668064
Tracheoesophageal Fistula,2,52.6,27.3,14.65,1.67674632
Tracheoesophageal Fistula,2,52.6,27.3,14.65,1.67674632
Carotid Artery Stenosis,3,72.16,37.58,20.29,1.6764979
Carotid Artery Stenosis,3,64.41,33.705,18.3525,1.67664998
Carotid Artery Stenosis,3,64.2,33.6,18.3,1.6766526
Carotid Artery Stenosis,3,68.5,35.75,19.375,1.67658643
Carotid Artery Stenosis,3,72.46,37.73,20.365,1.67648853
Jugular Vein Thrombosis,3,61.06,32.03,17.515,1.67668655
Jugular Vein Thrombosis,3,69.31,36.155,19.5775,1.67657017
Jugular Vein Thrombosis,3,61.06,32.03,17.515,1.67668655
Jugular Vein Thrombosis,3,68.5,35.75,19.375,1.67658643
Jugular Vein Thrombosis,3,77.57,40.285,21.6425,1.67622751
Vertebral Artery Dissection,3,64.2,33.6,18.3,1.6766526
Vertebral Artery Dissection,3,69.92,36.46,19.73,1.67655685
Vertebral Artery Dissection,3,64.71,33.855,18.4275,1.67664615
Vertebral Artery Dissection,3,73.37,38.185,20.5925,1.67645741
Vertebral Artery Dissection,3,64.51,33.755,18.3775,1.67664871
Arteriovenous Malformation,2,64.91,33.455,17.7275,1.67664353
Arteriovenous Malformation,2,63.7,32.85,17.425,1.67665865
Arteriovenous Malformation,2,72.36,37.18,19.59,1.6764917
Arteriovenous Malformation,2,72.87,37.435,19.7175,1.67647504
Arteriovenous Malformation,2,62.68,32.34,17.17,1.67667017
Carotid Body Tumor,3,73.37,38.185,20.5925,0.19688231
Carotid Body Tumor,3,69.52,36.26,19.63,0.19760192
Carotid Body Tumor,3,67.89,35.445,19.2225,0.1978154
Carotid Body Tumor,3,68.91,35.955,19.4775,0.19768652
Carotid Body Tumor,3,68.91,35.955,19.4775,0.19768652
Carotid Artery Aneurysm,3,82.14,42.57,22.785,1.67542009
Carotid Artery Aneurysm,3,87.05,45.025,24.0125,1.67503075
Carotid Artery Aneurysm,3,81.63,42.315,22.6575,1.67559246
Carotid Artery Aneurysm,3,89.89,46.445,24.7225,1.67593142
Carotid Artery Aneurysm,3,82.14,42.57,22.785,1.67542009
Vertebral Artery Stenosis,3,64.51,33.755,18.3775,1.79815583
Vertebral Artery Stenosis,3,64.51,33.755,18.3775,1.79815583
Vertebral Artery Stenosis,3,70.53,36.765,19.8825,1.79744735
Vertebral Artery Stenosis,3,61.06,32.03,17.515,1.79840891
Vertebral Artery Stenosis,3,61.87,32.435,17.7175,1.79835594
Carotid Artery Dissection,3,77.57,40.285,21.6425,1.67622751
Carotid Artery Dissection,3,56.59,29.795,16.3975,1.67672241
Carotid Artery Dissection,3,70.13,36.565,19.7825,1.67655202
Carotid Artery Dissection,3,56.59,29.795,16.3975,1.67672241
Carotid Artery Dissection,3,70.13,36.565,19.7825,1.67655202
Subclavian Artery Aneurysm,3,77.98,40.49,21.745,1.79513382
Subclavian Artery Aneurysm,3,72.97,37.985,20.4925,1.79697657
Subclavian Artery Aneurysm,3,81.93,42.465,22.7325,1.79063232
Subclavian Artery Aneurysm,3,77.98,40.49,21.745,1.79513382
Subclavian Artery Aneurysm,3,80.92,41.96,22.48,1.79242424
Jugular Venous Dilatation,3,78.79,40.895,21.9475,1.79460189
Jugular Venous Dilatation,3,78.38,40.69,21.845,1.79488491
Jugular Venous Dilatation,3,79.19,41.095,22.0475,1.79429387
Jugular Venous Dilatation,3,71.34,37.17,20.085,1.79730821
Jugular Venous Dilatation,3,78.59,40.795,21.8975,1.79474376
Vocal Cord Polyp,3,76.96,39.98,21.49,1.67627405
Vocal Cord Polyp,3,83.8,43.4,23.2,1.67432432
Vocal Cord Polyp,3,77.98,40.49,21.745,1.67619229
Vocal Cord Polyp,3,83.8,43.4,23.2,1.67432432
Vocal Cord Polyp,3,83.8,43.4,23.2,1.67432432
Uterine Fibroid,2,70.94,36.47,19.235,1.67653217
Uterine Fibroid,2,53.41,27.705,14.8525,1.67674194
Uterine Fibroid,2,70.73,36.365,19.1825,1.67653752
Uterine Fibroid,2,61.87,31.935,16.9675,1.67667864
Uterine Fibroid,2,53.41,27.705,14.8525,1.67674194
Prostatic Hyperplasia,2,61.67,31.835,16.9175,1.71060599
Prostatic Hyperplasia,2,52.6,27.3,14.65,1.71074271
Prostatic Hyperplasia,2,60.85,31.425,16.7125,1.71062239
Prostatic Hyperplasia,2,64.2,33.1,17.55,1.71054767
Prostatic Hyperplasia,2,54.02,28.01,15.005,1.7107264
Pelvic Lymphadenopathy,2,73.37,37.685,19.8425,1.71014215
Pelvic Lymphadenopathy,2,73.17,37.585,19.7925,1.67646463
Pelvic Lymphadenopathy,2,72.87,37.435,19.7175,1.67647504
Pelvic Lymphadenopathy,2,73.17,37.585,19.7925,1.71015712
Pelvic Lymphadenopathy,2,81.63,41.815,21.9075,1.67559246
Hemorrhagic Cyst,2,73.98,37.99,19.995,1.79672668
Hemorrhagic Cyst,2,64.51,33.255,17.6275,1.79815583
Hemorrhagic Cyst,2,64.51,33.255,17.6275,1.79815583
Hemorrhagic Cyst,2,62.48,32.24,17.12,1.79831366
Hemorrhagic Cyst,2,65.93,33.965,17.9825,1.79802664
Para-ovarian Cyst,2,65.42,33.71,17.855,1.79807507
Para-ovarian Cyst,2,65.42,33.71,17.855,1.79807507
Para-ovarian Cyst,2,65.42,33.71,17.855,1.79807507
Para-ovarian Cyst,2,65.42,33.71,17.855,1.79807507
Para-ovarian Cyst,2,65.42,33.71,17.855,1.79807507
Peritoneal Cyst,2,71.75,36.875,19.4375,0.91025145
Peritoneal Cyst,2,71.55,36.775,19.3875,0.91026326
Peritoneal Cyst,2,78.99,40.495,21.2475,0.90937744
Peritoneal Cyst,2,71.34,36.67,19.335,0.91027531
Peritoneal Cyst,2,71.75,36.875,19.4375,0.91025145
Simple Hydrosalpinx,2,61.87,31.935,16.9675,0.19835594
Simple Hydrosalpinx,2,63.29,32.645,17.3225,0.19825404
Simple Hydrosalpinx,2,63.29,32.645,17.3225,0.19825404
Simple Hydrosalpinx,2,63.29,32.645,17.3225,0.19825404
Simple Hydrosalpinx,2,51.18,26.59,14.295,0.1988578
Ovarian Fibroma,2,66.84,34.42,18.21,1.67661548
Ovarian Fibroma,2,66.03,34.015,18.0075,1.67662791
Ovarian Fibroma,2,64.71,33.355,17.6775,1.67664615
Ovarian Fibroma,2,64.51,33.255,17.6275,1.67664871
Ovarian Fibroma,2,66.64,34.32,18.16,1.67661865
Endometrioma,1,53.61,27.305,14.1525,1.79877263
Endometrioma,1,72.97,36.985,18.9925,1.79697657
Endometrioma,1,52.19,26.595,13.7975,1.79882388
Endometrioma,1,64,32.5,16.75,1.7981982
Endometrioma,1,71.14,36.07,18.535,1.79734396
Ovarian Dermoid,2,72.16,37.08,19.54,1.797151
Ovarian Dermoid,2,72.16,37.08,19.54,1.797151
Ovarian Dermoid,2,72.16,37.08,19.54,1.797151
Ovarian Dermoid,2,72.16,37.08,19.54,1.797151
Ovarian Dermoid,2,72.16,37.08,19.54,1.797151
Pelvic Floor Relaxation,3,53.21,28.105,15.5525,1.79878751
Pelvic Floor Relaxation,3,49.65,26.325,14.6625,1.79890561
Pelvic Floor Relaxation,3,53.21,28.105,15.5525,1.79878751
Pelvic Floor Relaxation,3,53.81,28.405,15.7025,1.79876505
Pelvic Floor Relaxation,3,53.21,28.105,15.5525,1.79878751
Asymmetric Appearance of the Vallecula,5,53.21,29.105,17.0525,0.99878751
Asymmetric Appearance of the Vallecula,5,62.07,33.535,19.2675,0.99834231
Asymmetric Appearance of the Vallecula,5,54.83,29.915,17.4575,0.9987249
Asymmetric Appearance of the Vallecula,5,54.83,29.915,17.4575,0.9987249
Asymmetric Appearance of the Vallecula,5,53.61,29.305,17.1525,0.99877263
Perinueral (Tarlov) Cysts,3,78.38,40.69,21.845,1.79488491
Perinueral (Tarlov) Cysts,3,70.13,36.565,19.7825,1.79751089
Perinueral (Tarlov) Cysts,3,77.98,40.49,21.745,1.79513382
Perinueral (Tarlov) Cysts,3,78.79,40.895,21.9475,1.79460189
Perinueral (Tarlov) Cysts,3,78.79,40.895,21.9475,1.79460189
Inguinal hernia,2,58.62,30.31,16.155,1.79854967
Inguinal hernia,2,65.56,33.78,17.89,1.79806202
Inguinal hernia,2,56.59,29.295,15.6475,1.79864911
Inguinal hernia,2,56.08,29.04,15.52,1.79867198
Inguinal hernia,2,67.49,34.745,18.3725,1.79786211
