finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Liver Mass,R16.2,"A liver mass is a growth or lump in the liver that is often found by accident during imaging tests for other reasons. Most liver masses are benign, meaning they are not cancerous and do not cause harm. However, some can be malignant, which means they could be cancerous. It's important to understand that not all liver masses require treatment, but further evaluation is often needed to determine the nature of the mass. This may involve additional imaging tests or sometimes a biopsy to ensure the mass is not harmful.",90,R16.0,R93.2,FALSE,FALSE,61.67,0,0,0,23.33,0.008220304151,R16,R93,0,R16,1,0.5,0.8082203042
Hepatic Adenoma,D13.4,"A hepatic adenoma is a non-cancerous tumor found in the liver. It is often discovered by accident during imaging tests for other reasons. Most of the time, these tumors do not cause any symptoms and do not need treatment. However, it is important to be aware that in rare cases, they can grow larger or cause pain. If you experience any symptoms like abdominal pain or discomfort, it is important to let your doctor know. They can help decide if any further action is needed.",85,D13.4,D13.4,TRUE,TRUE,65.52,1,1,1,19.48,1.609765625,D13,D13,1,D13,1,1,1.609765625
Liver Metastasis,C78.7,"Liver metastasis means that cancer cells have spread to the liver from another part of the body. This is often found during imaging tests done for other reasons. It's important to know that this finding indicates the presence of cancer that has spread, which can affect how the cancer is treated. While this can sound concerning, doctors have many ways to manage and treat cancer that has spread to the liver. Treatment options may include medications, procedures to target the liver, or other therapies to help control the cancer and manage symptoms.",92,C78.7,C78.7,TRUE,TRUE,61.26,1,1,1,23.74,1.608084074,C78,C78,1,C78,1,1,1.608084074
Liver Hemangioma,D18.09,"A liver hemangioma is a common and benign growth in the liver made up of blood vessels. It is often found by accident during imaging tests for other reasons. Most people with a liver hemangioma do not have any symptoms, and it usually does not require treatment. It's important to know that these growths are not cancerous and rarely cause problems. If you do experience symptoms like pain or discomfort in the abdomen, it might be worth discussing with your doctor to see if any further steps are needed.",89,D18.09,D18.09,TRUE,TRUE,70.33,1,1,1,14.67,1.612763242,D18,D18,1,D18,1,1,1.612763242
Focal Nodular Hyperplasia,K78.1,"Focal Nodular Hyperplasia (FNH) is a common and benign liver lesion often found by chance during imaging tests like an ultrasound or CT scan. It is not cancerous and usually does not cause any symptoms or require treatment. Most people with FNH can continue their normal activities without any problems. It's important to know that FNH is not linked to liver disease or cancer. If you have any concerns or experience symptoms like pain or discomfort, it's a good idea to talk to your doctor for reassurance.",87,D13.4,D13.4,FALSE,FALSE,62.27,0,0,0,22.73,0.008428150021,K78,D13,0,D13,0,0,0.008428150021
Hepatic Steatosis,K76.0,"Hepatic steatosis, also known as fatty liver, is a condition where extra fat builds up in the liver. This is often found by accident during imaging tests for other reasons. Most people with fatty liver do not have symptoms and it does not cause problems. However, it is important to maintain a healthy lifestyle, including a balanced diet and regular exercise, to prevent the condition from worsening. In some cases, if left unchecked, it can lead to liver damage. Regular check-ups with your healthcare provider can help monitor your liver health.",91,K76.0,K76.0,TRUE,TRUE,56.05,1,1,1,28.95,1.606677796,K76,K76,1,K76,1,1,1.606677796
Hepatic Calcification,K76.89,"Hepatic calcification is a condition where small calcium deposits are found in the liver, often discovered incidentally during imaging tests like an ultrasound or CT scan. These calcifications are usually benign, meaning they are not harmful and do not cause symptoms. They can be the result of past infections or inflammation that have healed. Most people with hepatic calcifications do not need any treatment, and they do not affect liver function. It's important to maintain regular check-ups to ensure overall liver health, but these calcifications typically do not require any specific intervention.",92,K76.89,K76.8,FALSE,TRUE,35.88,0,1,0.5,49.12,0.803990423,K76,K76,1,K76,1,1,1.603990423
Liver Abscess,K75.0,"A liver abscess is a pocket of pus that forms in the liver due to an infection. It can be caused by bacteria, parasites, or fungi. Patients should know that symptoms might include fever, pain in the upper right side of the abdomen, and feeling very tired. Treatment usually involves antibiotics to fight the infection, and sometimes a procedure to drain the abscess. It's important to follow the doctor's advice and complete the full course of treatment to ensure the infection is fully cleared.",84,K75.0,K75.0,TRUE,TRUE,62.88,1,1,1,22.12,1.608650519,K75,K75,1,K75,1,1,1.608650519
Hepatic Regeneration Nodule,K76.89,"A hepatic regeneration nodule is a small, benign growth in the liver that is often found by accident during imaging tests. These nodules form as part of the liver's natural healing process, usually after an injury or liver disease. Most of the time, they do not cause any symptoms and do not need treatment. It's important to know that these nodules are not cancerous and are generally harmless. However, if you experience symptoms like pain or discomfort in the liver area, it might be worth discussing with your healthcare provider.",90,K76.89,K76.89,TRUE,TRUE,61.67,1,1,1,23.33,1.608220304,K76,K76,1,K76,1,1,1.608220304
Pancreatic Cyst,K86.2,"A pancreatic cyst is a fluid-filled sac that can be found in the pancreas, often discovered by accident during imaging tests for other reasons. Most pancreatic cysts are benign, meaning they are not cancerous and do not cause symptoms. However, some cysts can grow or change over time, so it's important to monitor them. If a cyst becomes large or starts causing symptoms like abdominal pain or digestive issues, further evaluation may be needed. In rare cases, some cysts may require treatment or removal if they pose a risk of becoming cancerous.",92,K86.2,K86.2,TRUE,TRUE,52.8,1,1,1,32.2,1.606024096,K86,K86,1,K86,1,1,1.606024096
Pancreatic Pseudocyst,K86.3,"A pancreatic pseudocyst is a fluid-filled sac that can form in the abdomen, often after inflammation of the pancreas, known as pancreatitis. These cysts are usually not cancerous and can be found during imaging tests done for other reasons. Most pancreatic pseudocysts do not cause symptoms and may go away on their own. However, if they become large or cause symptoms like pain or digestive problems, they might need treatment. It's important to monitor them to ensure they don't cause complications, such as infection or rupture.",86,K86.3,K86.3,TRUE,TRUE,54.02,1,1,1,30.98,1.606253909,K86,K86,1,K86,1,1,1.606253909
Pancreatic Mass,K86.9,"A pancreatic mass is a growth found in the pancreas, which is an organ in your belly that helps with digestion and blood sugar control. Sometimes, these masses are found by accident when you have an imaging test for another reason. Not all pancreatic masses are cancerous; some can be benign, meaning they are not harmful. It's important to understand that further tests might be needed to learn more about the mass and decide if any treatment is necessary. Your doctor will guide you on the best steps to take.",90,D13.6,R93.3,FALSE,FALSE,70.13,0,0,0,14.87,0.01260239445,K86,R93,0,D13,0,0,0.01260239445
Pancreatitis,K85.9,"Pancreatitis is a condition where the pancreas, an organ that helps with digestion, becomes inflamed. This can cause symptoms like stomach pain, nausea, and vomiting. Sometimes, pancreatitis is found by accident when doctors are looking for something else. If you have pancreatitis, it's important to rest your pancreas by not eating for a while and drinking plenty of fluids. Your doctor might give you medicine to help with the pain. It's also important to avoid alcohol and fatty foods, as these can make the condition worse.",86,K85.9,K85.9,TRUE,TRUE,65.42,1,1,1,19.58,1.609718173,K85,K85,1,K85,1,1,1.609718173
Pancreatic Atrophy,K86.89,"Pancreatic atrophy means that the pancreas, an organ in your abdomen that helps with digestion and blood sugar control, has become smaller than usual. This can happen for various reasons, such as aging or certain medical conditions. Often, pancreatic atrophy is found by chance during imaging tests for other issues and may not cause any symptoms. However, if you experience symptoms like digestive problems or changes in blood sugar levels, it might be related to this finding. It's important to discuss any symptoms with your healthcare provider to determine if any further evaluation or management is needed.",97,K86.1,K86.8,FALSE,FALSE,43.32,0,0,0,41.68,0.004686035614,K86,K86,1,K86,1,1,1.604686036
Intraductal Papillary Mucinous Neoplasm,D13.7,"An intraductal papillary mucinous neoplasm (IPMN) is a growth found in the ducts of the pancreas. It is often discovered by chance during imaging tests for other reasons. Most of the time, these growths are not cancerous, but they can sometimes turn into cancer if left untreated. It's important to keep an eye on them to make sure they don't change. If you have an IPMN, your doctor might suggest regular check-ups to monitor it. If it starts to cause problems or shows signs of becoming cancerous, treatment options can be discussed.",92,D13.6,D13.6,FALSE,FALSE,72.87,0,0,0,12.13,0.01523229246,D13,D13,1,D13,1,1,1.615232292
